sample,date,volume,strain,temperature,nitrate,rep.flask,fluor,comments
Chsim_05/25/2016 11:45:00_L1-3_25_L1,05/25/2016 11:45,50ml,L1-3,25,L1,3,71.245,
Chsim_05/25/2016 11:45:00_L1-3_29_L1,05/25/2016 11:45,50ml,L1-3,29,L1,1,50.276,
Chsim_05/25/2016 11:45:00_L1-3_29_L1,05/25/2016 11:45,50ml,L1-3,29,L1,2,49.025,
Chsim_05/25/2016 11:45:00_L1-3_29_L1,05/25/2016 11:45,50ml,L1-3,29,L1,3,50.741,
Chsim_05/25/2016 11:45:00_L1-3_31_L1,05/25/2016 11:45,50ml,L1-3,31,L1,1,84.668,
Chsim_05/25/2016 11:45:00_L1-3_31_L1,05/25/2016 11:45,50ml,L1-3,31,L1,2,78.046,
Chsim_05/25/2016 11:45:00_L1-3_31_L1,05/25/2016 11:45,50ml,L1-3,31,L1,3,99.865,
Chsim_05/25/2016 11:45:00_L1-3_32_L1,05/25/2016 11:45,50ml,L1-3,32,L1,1,65.529,
Chsim_05/25/2016 11:45:00_L1-3_32_L1,05/25/2016 11:45,50ml,L1-3,32,L1,2,65.284,
Chsim_05/25/2016 11:45:00_L1-3_32_L1,05/25/2016 11:45,50ml,L1-3,32,L1,3,70.931,
Chsim_05/25/2016 11:45:00_L1-3_34_L1,05/25/2016 11:45,50ml,L1-3,34,L1,1,41.369,
Chsim_05/25/2016 11:45:00_L1-3_34_L1,05/25/2016 11:45,50ml,L1-3,34,L1,2,48.011,
Chsim_05/25/2016 11:45:00_L1-3_34_L1,05/25/2016 11:45,50ml,L1-3,34,L1,3,51.003,
Chsim_05/25/2016 11:45:00_L1-3_35_L1,05/25/2016 11:45,50ml,L1-3,35,L1,1,12.003,
Chsim_05/25/2016 11:45:00_L1-3_35_L1,05/25/2016 11:45,50ml,L1-3,35,L1,2,10.763,
Chsim_05/25/2016 11:45:00_L1-3_35_L1,05/25/2016 11:45,50ml,L1-3,35,L1,3,11.307,
Chsim_05/25/2016 11:45:00_Collect_10_L1,05/25/2016 11:45,50ml,Collect,10,L1,1,3.776,
Chsim_05/25/2016 11:45:00_Collect_10_L1,05/25/2016 11:45,50ml,Collect,10,L1,2,3.772,
Chsim_05/25/2016 11:45:00_Collect_10_L1,05/25/2016 11:45,50ml,Collect,10,L1,3,3.802,
Chsim_05/25/2016 11:45:00_Collect_20_L1,05/25/2016 11:45,50ml,Collect,20,L1,1,36.86,
Chsim_05/25/2016 11:45:00_Collect_20_L1,05/25/2016 11:45,50ml,Collect,20,L1,2,37.612,
Chsim_05/25/2016 11:45:00_Collect_20_L1,05/25/2016 11:45,50ml,Collect,20,L1,3,38.153,
Chsim_05/25/2016 11:45:00_Collect_25_L1,05/25/2016 11:45,50ml,Collect,25,L1,1,50.937,
Chsim_05/25/2016 11:45:00_Collect_25_L1,05/25/2016 11:45,50ml,Collect,25,L1,2,49.808,
Chsim_05/25/2016 11:45:00_Collect_25_L1,05/25/2016 11:45,50ml,Collect,25,L1,3,51.93,
Chsim_05/25/2016 11:45:00_Collect_29_L1,05/25/2016 11:45,50ml,Collect,29,L1,1,54.658,
Chsim_05/25/2016 11:45:00_Collect_29_L1,05/25/2016 11:45,50ml,Collect,29,L1,2,55.431,
Chsim_05/25/2016 11:45:00_Collect_29_L1,05/25/2016 11:45,50ml,Collect,29,L1,3,53.497,
Chsim_05/25/2016 11:45:00_Collect_31_L1,05/25/2016 11:45,50ml,Collect,31,L1,1,36.567,
Chsim_05/25/2016 11:45:00_Collect_31_L1,05/25/2016 11:45,50ml,Collect,31,L1,2,47.909,
Chsim_05/25/2016 11:45:00_Collect_31_L1,05/25/2016 11:45,50ml,Collect,31,L1,3,48.714,
Chsim_05/25/2016 11:45:00_Collect_32_L1,05/25/2016 11:45,50ml,Collect,32,L1,1,24.003,
Chsim_05/25/2016 11:45:00_Collect_32_L1,05/25/2016 11:45,50ml,Collect,32,L1,2,24.643,
Chsim_05/25/2016 11:45:00_Collect_32_L1,05/25/2016 11:45,50ml,Collect,32,L1,3,24.304,
Chsim_05/25/2016 11:45:00_Collect_34_L1,05/25/2016 11:45,50ml,Collect,34,L1,1,2.168,
Chsim_05/25/2016 11:45:00_Collect_34_L1,05/25/2016 11:45,50ml,Collect,34,L1,2,2.151,
Chsim_05/25/2016 11:45:00_Collect_34_L1,05/25/2016 11:45,50ml,Collect,34,L1,3,2.011,
Chsim_05/25/2016 11:45:00_Collect_35_L1,05/25/2016 11:45,50ml,Collect,35,L1,1,0.678,
Chsim_05/25/2016 11:45:00_Collect_35_L1,05/25/2016 11:45,50ml,Collect,35,L1,2,0.68,
Chsim_05/25/2016 11:45:00_Collect_35_L1,05/25/2016 11:45,50ml,Collect,35,L1,3,0.653,
Chsim_05/25/2016 11:45:00_ANCL1-1_10_L1,05/25/2016 11:45,50ml,ANCL1-1,10,L1,1,3.802,
Chsim_05/25/2016 11:45:00_ANCL1-1_10_L1,05/25/2016 11:45,50ml,ANCL1-1,10,L1,2,3.272,
Chsim_05/25/2016 11:45:00_ANCL1-1_10_L1,05/25/2016 11:45,50ml,ANCL1-1,10,L1,3,3.653,
Chsim_05/25/2016 11:45:00_ANCL1-1_20_L1,05/25/2016 11:45,50ml,ANCL1-1,20,L1,1,33.901,
Chsim_05/25/2016 11:45:00_ANCL1-1_20_L1,05/25/2016 11:45,50ml,ANCL1-1,20,L1,2,32.896,
Chsim_05/25/2016 11:45:00_ANCL1-1_20_L1,05/25/2016 11:45,50ml,ANCL1-1,20,L1,3,33.877,
Chsim_05/25/2016 11:45:00_ANCL1-1_25_L1,05/25/2016 11:45,50ml,ANCL1-1,25,L1,1,76.659,
Chsim_05/25/2016 11:45:00_ANCL1-1_25_L1,05/25/2016 11:45,50ml,ANCL1-1,25,L1,2,75.63,
Chsim_05/25/2016 11:45:00_ANCL1-1_25_L1,05/25/2016 11:45,50ml,ANCL1-1,25,L1,3,78.293,
Chsim_05/25/2016 11:45:00_ANCL1-1_29_L1,05/25/2016 11:45,50ml,ANCL1-1,29,L1,1,78.17,
Chsim_05/25/2016 11:45:00_ANCL1-1_29_L1,05/25/2016 11:45,50ml,ANCL1-1,29,L1,2,76.072,
Chsim_05/25/2016 11:45:00_ANCL1-1_29_L1,05/25/2016 11:45,50ml,ANCL1-1,29,L1,3,77.716,
Chsim_05/25/2016 11:45:00_ANCL1-1_31_L1,05/25/2016 11:45,50ml,ANCL1-1,31,L1,1,69.867,
Chsim_05/25/2016 11:45:00_ANCL1-1_31_L1,05/25/2016 11:45,50ml,ANCL1-1,31,L1,2,77.97,
Chsim_05/25/2016 11:45:00_ANCL1-1_31_L1,05/25/2016 11:45,50ml,ANCL1-1,31,L1,3,85.209,
Chsim_05/25/2016 11:45:00_ANCL1-1_32_L1,05/25/2016 11:45,50ml,ANCL1-1,32,L1,1,25.039,
Chsim_05/25/2016 11:45:00_ANCL1-1_32_L1,05/25/2016 11:45,50ml,ANCL1-1,32,L1,2,25.297,
Chsim_05/25/2016 11:45:00_ANCL1-1_32_L1,05/25/2016 11:45,50ml,ANCL1-1,32,L1,3,27.108,
Chsim_05/25/2016 11:45:00_ANCL1-1_34_L1,05/25/2016 11:45,50ml,ANCL1-1,34,L1,1,2.816,
Chsim_05/25/2016 11:45:00_ANCL1-1_34_L1,05/25/2016 11:45,50ml,ANCL1-1,34,L1,2,2.983,
Chsim_05/25/2016 11:45:00_ANCL1-1_34_L1,05/25/2016 11:45,50ml,ANCL1-1,34,L1,3,2.95,
Chsim_05/25/2016 11:45:00_ANCL1-1_35_L1,05/25/2016 11:45,50ml,ANCL1-1,35,L1,1,0.674,
Chsim_05/25/2016 11:45:00_ANCL1-1_35_L1,05/25/2016 11:45,50ml,ANCL1-1,35,L1,2,0.654,
Chsim_05/25/2016 11:45:00_ANCL1-1_35_L1,05/25/2016 11:45,50ml,ANCL1-1,35,L1,3,0.719,
Chsim_05/26/2016 11:00:00_L1-1-old_10_L1,05/26/2016 11:00,50ml,L1-1-old,10,L1,1,3.62,
Chsim_05/26/2016 11:00:00_L1-1-old_10_L1,05/26/2016 11:00,50ml,L1-1-old,10,L1,2,3.526,
Chsim_05/26/2016 11:00:00_L1-1-old_10_L1,05/26/2016 11:00,50ml,L1-1-old,10,L1,3,3.562,
Chsim_05/26/2016 11:00:00_L1-1-old_20_L1,05/26/2016 11:00,50ml,L1-1-old,20,L1,1,28.386,
Chsim_05/26/2016 11:00:00_L1-1-old_20_L1,05/26/2016 11:00,50ml,L1-1-old,20,L1,2,30.621,
Chsim_05/26/2016 11:00:00_L1-1-old_20_L1,05/26/2016 11:00,50ml,L1-1-old,20,L1,3,31.191,
Chsim_05/26/2016 11:00:00_L1-1-old_25_L1,05/26/2016 11:00,50ml,L1-1-old,25,L1,1,128.73,
Chsim_05/26/2016 11:00:00_L1-1-old_25_L1,05/26/2016 11:00,50ml,L1-1-old,25,L1,2,126.67,
Chsim_05/26/2016 11:00:00_L1-1-old_25_L1,05/26/2016 11:00,50ml,L1-1-old,25,L1,3,139.93,
Chsim_05/26/2016 11:00:00_L1-1-old_29_L1,05/26/2016 11:00,50ml,L1-1-old,29,L1,1,97.456,
Chsim_05/26/2016 11:00:00_L1-1-old_29_L1,05/26/2016 11:00,50ml,L1-1-old,29,L1,2,98.901,
Chsim_05/26/2016 11:00:00_L1-1-old_29_L1,05/26/2016 11:00,50ml,L1-1-old,29,L1,3,98.836,
Chsim_05/26/2016 11:00:00_L1-1-old_31_L1,05/26/2016 11:00,50ml,L1-1-old,31,L1,1,89.862,
Chsim_05/26/2016 11:00:00_L1-1-old_31_L1,05/26/2016 11:00,50ml,L1-1-old,31,L1,2,91.186,
Chsim_05/26/2016 11:00:00_L1-1-old_31_L1,05/26/2016 11:00,50ml,L1-1-old,31,L1,3,108.11,
Chsim_05/26/2016 11:00:00_L1-1-old_32_L1,05/26/2016 11:00,50ml,L1-1-old,32,L1,1,129.05,
Chsim_05/26/2016 11:00:00_L1-1-old_32_L1,05/26/2016 11:00,50ml,L1-1-old,32,L1,2,129.67,
Chsim_05/26/2016 11:00:00_L1-1-old_32_L1,05/26/2016 11:00,50ml,L1-1-old,32,L1,3,130.55,
Chsim_05/26/2016 11:00:00_L1-1-old_34_L1,05/26/2016 11:00,50ml,L1-1-old,34,L1,1,118.08,
Chsim_05/26/2016 11:00:00_L1-1-old_34_L1,05/26/2016 11:00,50ml,L1-1-old,34,L1,2,121.1,
Chsim_05/26/2016 11:00:00_L1-1-old_34_L1,05/26/2016 11:00,50ml,L1-1-old,34,L1,3,138.24,
Chsim_05/26/2016 11:00:00_L1-1-old_35_L1,05/26/2016 11:00,50ml,L1-1-old,35,L1,1,18.965,
Chsim_05/26/2016 11:00:00_L1-1-old_35_L1,05/26/2016 11:00,50ml,L1-1-old,35,L1,2,19.115,
Chsim_05/26/2016 11:00:00_L1-1-old_35_L1,05/26/2016 11:00,50ml,L1-1-old,35,L1,3,23.701,
Chsim_05/26/2016 11:00:00_L1-3_10_L1,05/26/2016 11:00,50ml,L1-3,10,L1,1,5.084,
Chsim_05/26/2016 11:00:00_L1-3_10_L1,05/26/2016 11:00,50ml,L1-3,10,L1,2,4.968,
Chsim_05/26/2016 11:00:00_L1-3_10_L1,05/26/2016 11:00,50ml,L1-3,10,L1,3,5.212,
Chsim_05/26/2016 11:00:00_L1-3_20_L1,05/26/2016 11:00,50ml,L1-3,20,L1,1,45.248,
Chsim_05/26/2016 11:00:00_L1-3_20_L1,05/26/2016 11:00,50ml,L1-3,20,L1,2,44.237,
Chsim_05/26/2016 11:00:00_L1-3_20_L1,05/26/2016 11:00,50ml,L1-3,20,L1,3,45.391,
Chsim_05/26/2016 11:00:00_L1-3_25_L1,05/26/2016 11:00,50ml,L1-3,25,L1,1,143.4,
Chsim_05/26/2016 11:00:00_L1-3_25_L1,05/26/2016 11:00,50ml,L1-3,25,L1,2,145.19,
Chsim_05/26/2016 11:00:00_L1-3_25_L1,05/26/2016 11:00,50ml,L1-3,25,L1,3,151.27,
Chsim_05/26/2016 11:00:00_L1-3_29_L1,05/26/2016 11:00,50ml,L1-3,29,L1,1,129.13,
Chsim_05/26/2016 11:00:00_L1-3_29_L1,05/26/2016 11:00,50ml,L1-3,29,L1,2,127.17,
Chsim_05/26/2016 11:00:00_L1-3_29_L1,05/26/2016 11:00,50ml,L1-3,29,L1,3,128.27,
Chsim_05/26/2016 11:00:00_L1-3_31_L1,05/26/2016 11:00,50ml,L1-3,31,L1,1,179.3,
Chsim_05/26/2016 11:00:00_L1-3_31_L1,05/26/2016 11:00,50ml,L1-3,31,L1,2,163.37,
Chsim_05/26/2016 11:00:00_L1-3_31_L1,05/26/2016 11:00,50ml,L1-3,31,L1,3,167.94,
Chsim_05/26/2016 11:00:00_L1-3_32_L1,05/26/2016 11:00,50ml,L1-3,32,L1,1,165.71,
Chsim_05/26/2016 11:00:00_L1-3_32_L1,05/26/2016 11:00,50ml,L1-3,32,L1,2,167.3,
Chsim_05/26/2016 11:00:00_L1-3_32_L1,05/26/2016 11:00,50ml,L1-3,32,L1,3,178.63,
Chsim_05/26/2016 11:00:00_L1-3_34_L1,05/26/2016 11:00,50ml,L1-3,34,L1,1,102.51,
Chsim_05/26/2016 11:00:00_L1-3_34_L1,05/26/2016 11:00,50ml,L1-3,34,L1,2,112.08,
Chsim_05/26/2016 11:00:00_L1-3_34_L1,05/26/2016 11:00,50ml,L1-3,34,L1,3,130.7,
Chsim_05/26/2016 11:00:00_L1-3_35_L1,05/26/2016 11:00,50ml,L1-3,35,L1,1,16.609,
Chsim_05/26/2016 11:00:00_L1-3_35_L1,05/26/2016 11:00,50ml,L1-3,35,L1,2,14.726,
Chsim_05/26/2016 11:00:00_L1-3_35_L1,05/26/2016 11:00,50ml,L1-3,35,L1,3,14.326,
Chsim_05/26/2016 11:00:00_Collect_10_L1,05/26/2016 11:00,50ml,Collect,10,L1,1,3.311,
Chsim_05/26/2016 11:00:00_Collect_10_L1,05/26/2016 11:00,50ml,Collect,10,L1,2,3.388,
Chsim_05/26/2016 11:00:00_Collect_10_L1,05/26/2016 11:00,50ml,Collect,10,L1,3,3.311,
Chsim_05/26/2016 11:00:00_Collect_20_L1,05/26/2016 11:00,50ml,Collect,20,L1,1,62.606,
Chsim_05/26/2016 11:00:00_Collect_20_L1,05/26/2016 11:00,50ml,Collect,20,L1,2,64.646,
Chsim_05/26/2016 11:00:00_Collect_20_L1,05/26/2016 11:00,50ml,Collect,20,L1,3,64.735,
Chsim_05/26/2016 11:00:00_Collect_25_L1,05/26/2016 11:00,50ml,Collect,25,L1,1,125.32,
Chsim_05/26/2016 11:00:00_Collect_25_L1,05/26/2016 11:00,50ml,Collect,25,L1,2,128.6,
Chsim_05/26/2016 11:00:00_Collect_25_L1,05/26/2016 11:00,50ml,Collect,25,L1,3,131.23,
Chsim_05/26/2016 11:00:00_Collect_29_L1,05/26/2016 11:00,50ml,Collect,29,L1,1,131.85,
Chsim_05/26/2016 11:00:00_Collect_29_L1,05/26/2016 11:00,50ml,Collect,29,L1,2,141.2,
Chsim_05/26/2016 11:00:00_Collect_29_L1,05/26/2016 11:00,50ml,Collect,29,L1,3,121.89,
Chsim_05/26/2016 11:00:00_Collect_31_L1,05/26/2016 11:00,50ml,Collect,31,L1,1,88.892,
Chsim_05/26/2016 11:00:00_Collect_31_L1,05/26/2016 11:00,50ml,Collect,31,L1,2,122.19,
Chsim_05/26/2016 11:00:00_Collect_31_L1,05/26/2016 11:00,50ml,Collect,31,L1,3,117.37,
Chsim_05/26/2016 11:00:00_Collect_32_L1,05/26/2016 11:00,50ml,Collect,32,L1,1,44.178,
Chsim_05/26/2016 11:00:00_Collect_32_L1,05/26/2016 11:00,50ml,Collect,32,L1,2,44.571,
Chsim_05/26/2016 11:00:00_Collect_32_L1,05/26/2016 11:00,50ml,Collect,32,L1,3,45.945,
Chsim_05/26/2016 11:00:00_Collect_34_L1,05/26/2016 11:00,50ml,Collect,34,L1,1,1.15,
Chsim_05/26/2016 11:00:00_Collect_34_L1,05/26/2016 11:00,50ml,Collect,34,L1,2,1.035,
Chsim_05/26/2016 11:00:00_Collect_34_L1,05/26/2016 11:00,50ml,Collect,34,L1,3,1.066,
Chsim_05/26/2016 11:00:00_Collect_35_L1,05/26/2016 11:00,50ml,Collect,35,L1,1,0.687,
Chsim_05/26/2016 11:00:00_Collect_35_L1,05/26/2016 11:00,50ml,Collect,35,L1,2,0.644,
Chsim_05/26/2016 11:00:00_Collect_35_L1,05/26/2016 11:00,50ml,Collect,35,L1,3,0.628,
Chsim_05/26/2016 11:00:00_ANCL1-1_10_L1,05/26/2016 11:00,50ml,ANCL1-1,10,L1,1,3.435,
Chsim_05/26/2016 11:00:00_ANCL1-1_10_L1,05/26/2016 11:00,50ml,ANCL1-1,10,L1,2,3.208,
Chsim_05/26/2016 11:00:00_ANCL1-1_10_L1,05/26/2016 11:00,50ml,ANCL1-1,10,L1,3,3.244,
Chsim_05/26/2016 11:00:00_ANCL1-1_20_L1,05/26/2016 11:00,50ml,ANCL1-1,20,L1,1,61.03,
Chsim_05/26/2016 11:00:00_ANCL1-1_20_L1,05/26/2016 11:00,50ml,ANCL1-1,20,L1,2,59.553,
Chsim_05/26/2016 11:00:00_ANCL1-1_20_L1,05/26/2016 11:00,50ml,ANCL1-1,20,L1,3,61.97,
Chsim_05/26/2016 11:00:00_ANCL1-1_25_L1,05/26/2016 11:00,50ml,ANCL1-1,25,L1,1,163.03,
Chsim_05/26/2016 11:00:00_ANCL1-1_25_L1,05/26/2016 11:00,50ml,ANCL1-1,25,L1,2,163.71,
Chsim_05/26/2016 11:00:00_ANCL1-1_25_L1,05/26/2016 11:00,50ml,ANCL1-1,25,L1,3,167.36,
Chsim_05/26/2016 11:00:00_ANCL1-1_29_L1,05/26/2016 11:00,50ml,ANCL1-1,29,L1,1,166.14,
Chsim_05/26/2016 11:00:00_ANCL1-1_29_L1,05/26/2016 11:00,50ml,ANCL1-1,29,L1,2,167,
Chsim_05/26/2016 11:00:00_ANCL1-1_29_L1,05/26/2016 11:00,50ml,ANCL1-1,29,L1,3,168.16,
Chsim_05/26/2016 11:00:00_ANCL1-1_31_L1,05/26/2016 11:00,50ml,ANCL1-1,31,L1,1,151.97,
Chsim_05/26/2016 11:00:00_ANCL1-1_31_L1,05/26/2016 11:00,50ml,ANCL1-1,31,L1,2,164.73,
Chsim_05/26/2016 11:00:00_ANCL1-1_31_L1,05/26/2016 11:00,50ml,ANCL1-1,31,L1,3,175.61,
Chsim_05/26/2016 11:00:00_ANCL1-1_32_L1,05/26/2016 11:00,50ml,ANCL1-1,32,L1,1,38.886,
Chsim_05/26/2016 11:00:00_ANCL1-1_32_L1,05/26/2016 11:00,50ml,ANCL1-1,32,L1,2,37.561,
Chsim_05/26/2016 11:00:00_ANCL1-1_32_L1,05/26/2016 11:00,50ml,ANCL1-1,32,L1,3,42.495,
Chsim_05/26/2016 11:00:00_ANCL1-1_34_L1,05/26/2016 11:00,50ml,ANCL1-1,34,L1,1,1.361,
Chsim_05/26/2016 11:00:00_ANCL1-1_34_L1,05/26/2016 11:00,50ml,ANCL1-1,34,L1,2,1.302,
Chsim_05/26/2016 11:00:00_ANCL1-1_34_L1,05/26/2016 11:00,50ml,ANCL1-1,34,L1,3,1.338,
Chsim_05/26/2016 11:00:00_ANCL1-1_35_L1,05/26/2016 11:00,50ml,ANCL1-1,35,L1,1,0.624,
Chsim_05/26/2016 11:00:00_ANCL1-1_35_L1,05/26/2016 11:00,50ml,ANCL1-1,35,L1,2,0.588,
Chsim_05/26/2016 11:00:00_ANCL1-1_35_L1,05/26/2016 11:00,50ml,ANCL1-1,35,L1,3,0.645,
Chsim_05/27/2016 10:10:00_L1-1-old_10_L1,05/27/2016 10:10,50ml,L1-1-old,10,L1,1,3.774,
Chsim_05/27/2016 10:10:00_L1-1-old_10_L1,05/27/2016 10:10,50ml,L1-1-old,10,L1,2,3.596,
Chsim_05/27/2016 10:10:00_L1-1-old_10_L1,05/27/2016 10:10,50ml,L1-1-old,10,L1,3,3.514,
Chsim_05/27/2016 10:10:00_L1-1-old_20_L1,05/27/2016 10:10,50ml,L1-1-old,20,L1,1,58.675,
Chsim_05/27/2016 10:10:00_L1-1-old_20_L1,05/27/2016 10:10,50ml,L1-1-old,20,L1,2,60.567,
Chsim_05/27/2016 10:10:00_L1-1-old_20_L1,05/27/2016 10:10,50ml,L1-1-old,20,L1,3,61.486,
Chsim_05/27/2016 10:10:00_L1-1-old_35_L1,05/27/2016 10:10,50ml,L1-1-old,35,L1,1,27.31,
Chsim_05/27/2016 10:10:00_L1-1-old_35_L1,05/27/2016 10:10,50ml,L1-1-old,35,L1,2,23.925,
Chsim_05/27/2016 10:10:00_L1-1-old_35_L1,05/27/2016 10:10,50ml,L1-1-old,35,L1,3,33.152,
Chsim_05/27/2016 10:10:00_L1-3_10_L1,05/27/2016 10:10,50ml,L1-3,10,L1,1,5.023,
Chsim_05/27/2016 10:10:00_L1-3_10_L1,05/27/2016 10:10,50ml,L1-3,10,L1,2,5.091,
Chsim_05/27/2016 10:10:00_L1-3_10_L1,05/27/2016 10:10,50ml,L1-3,10,L1,3,5.088,
Chsim_05/27/2016 10:10:00_L1-3_20_L1,05/27/2016 10:10,50ml,L1-3,20,L1,1,95.638,
Chsim_05/27/2016 10:10:00_L1-3_20_L1,05/27/2016 10:10,50ml,L1-3,20,L1,2,94.009,
Chsim_05/27/2016 10:10:00_L1-3_20_L1,05/27/2016 10:10,50ml,L1-3,20,L1,3,91.886,
Chsim_05/27/2016 10:10:00_L1-3_35_L1,05/27/2016 10:10,50ml,L1-3,35,L1,1,19.276,
Chsim_05/27/2016 10:10:00_L1-3_35_L1,05/27/2016 10:10,50ml,L1-3,35,L1,2,18.119,
Chsim_05/27/2016 10:10:00_L1-3_35_L1,05/27/2016 10:10,50ml,L1-3,35,L1,3,17.512,
Chsim_05/27/2016 10:10:00_Collect_10_L1,05/27/2016 10:10,50ml,Collect,10,L1,1,3.455,
Chsim_05/27/2016 10:10:00_Collect_10_L1,05/27/2016 10:10,50ml,Collect,10,L1,2,3.41,
Chsim_05/27/2016 10:10:00_Collect_10_L1,05/27/2016 10:10,50ml,Collect,10,L1,3,3.226,
Chsim_05/27/2016 10:10:00_Collect_20_L1,05/27/2016 10:10,50ml,Collect,20,L1,1,125.14,
Chsim_05/27/2016 10:10:00_Collect_20_L1,05/27/2016 10:10,50ml,Collect,20,L1,2,129.18,
Chsim_05/27/2016 10:10:00_Collect_20_L1,05/27/2016 10:10,50ml,Collect,20,L1,3,127.46,
Chsim_05/27/2016 10:10:00_Collect_32_L1,05/27/2016 10:10,50ml,Collect,32,L1,1,84.363,
Chsim_05/27/2016 10:10:00_Collect_32_L1,05/27/2016 10:10,50ml,Collect,32,L1,2,82.09,
Chsim_05/27/2016 10:10:00_Collect_32_L1,05/27/2016 10:10,50ml,Collect,32,L1,3,90.485,
Chsim_05/27/2016 10:10:00_Collect_34_L1,05/27/2016 10:10,50ml,Collect,34,L1,1,1.118,
Chsim_05/27/2016 10:10:00_Collect_34_L1,05/27/2016 10:10,50ml,Collect,34,L1,2,1,
Chsim_05/27/2016 10:10:00_Collect_34_L1,05/27/2016 10:10,50ml,Collect,34,L1,3,1.009,
Chsim_05/27/2016 10:10:00_Collect_35_L1,05/27/2016 10:10,50ml,Collect,35,L1,1,0.633,
Chsim_05/27/2016 10:10:00_Collect_35_L1,05/27/2016 10:10,50ml,Collect,35,L1,2,0.64,
Chsim_05/27/2016 10:10:00_Collect_35_L1,05/27/2016 10:10,50ml,Collect,35,L1,3,0.621,
Chsim_05/27/2016 10:10:00_ANCL1-1_10_L1,05/27/2016 10:10,50ml,ANCL1-1,10,L1,1,3.82,
Chsim_05/27/2016 10:10:00_ANCL1-1_10_L1,05/27/2016 10:10,50ml,ANCL1-1,10,L1,2,3.396,
Chsim_05/27/2016 10:10:00_ANCL1-1_10_L1,05/27/2016 10:10,50ml,ANCL1-1,10,L1,3,3.62,
Chsim_05/27/2016 10:10:00_ANCL1-1_20_L1,05/27/2016 10:10,50ml,ANCL1-1,20,L1,1,123.08,
Chsim_05/27/2016 10:10:00_ANCL1-1_20_L1,05/27/2016 10:10,50ml,ANCL1-1,20,L1,2,122.24,
Chsim_05/27/2016 10:10:00_ANCL1-1_20_L1,05/27/2016 10:10,50ml,ANCL1-1,20,L1,3,123.72,
Chsim_05/27/2016 10:10:00_ANCL1-1_32_L1,05/27/2016 10:10,50ml,ANCL1-1,32,L1,1,61.27,
Chsim_05/27/2016 10:10:00_ANCL1-1_32_L1,05/27/2016 10:10,50ml,ANCL1-1,32,L1,2,59.88,
Chsim_05/27/2016 10:10:00_ANCL1-1_32_L1,05/27/2016 10:10,50ml,ANCL1-1,32,L1,3,71.686,
Chsim_05/27/2016 10:10:00_ANCL1-1_34_L1,05/27/2016 10:10,50ml,ANCL1-1,34,L1,1,1.014,
Chsim_05/27/2016 10:10:00_ANCL1-1_34_L1,05/27/2016 10:10,50ml,ANCL1-1,34,L1,2,0.907,
Chsim_05/27/2016 10:10:00_ANCL1-1_34_L1,05/27/2016 10:10,50ml,ANCL1-1,34,L1,3,0.835,
Chsim_05/27/2016 10:10:00_ANCL1-1_35_L1,05/27/2016 10:10,50ml,ANCL1-1,35,L1,1,0.607,
Chsim_05/27/2016 10:10:00_ANCL1-1_35_L1,05/27/2016 10:10,50ml,ANCL1-1,35,L1,2,0.588,
Chsim_05/27/2016 10:10:00_ANCL1-1_35_L1,05/27/2016 10:10,50ml,ANCL1-1,35,L1,3,0.623,
Chsim_05/28/2016 10:40:00_L1-1-old_10_L1,05/28/2016 10:40,50ml,L1-1-old,10,L1,1,3.302,
Chsim_05/28/2016 10:40:00_L1-1-old_10_L1,05/28/2016 10:40,50ml,L1-1-old,10,L1,2,3.153,
Chsim_05/28/2016 10:40:00_L1-1-old_10_L1,05/28/2016 10:40,50ml,L1-1-old,10,L1,3,3.27,
Chsim_05/28/2016 10:40:00_L1-1-old_20_L1,05/28/2016 10:40,50ml,L1-1-old,20,L1,1,104.81,
Chsim_05/28/2016 10:40:00_L1-1-old_20_L1,05/28/2016 10:40,50ml,L1-1-old,20,L1,2,107.47,
Chsim_05/28/2016 10:40:00_L1-1-old_20_L1,05/28/2016 10:40,50ml,L1-1-old,20,L1,3,109.51,
Chsim_05/28/2016 10:40:00_L1-1-old_35_L1,05/28/2016 10:40,50ml,L1-1-old,35,L1,1,37.99,
Chsim_05/28/2016 10:40:00_L1-1-old_35_L1,05/28/2016 10:40,50ml,L1-1-old,35,L1,2,34.912,
Chsim_05/28/2016 10:40:00_L1-1-old_35_L1,05/28/2016 10:40,50ml,L1-1-old,35,L1,3,47.789,
Chsim_05/28/2016 10:40:00_L1-3_10_L1,05/28/2016 10:40,50ml,L1-3,10,L1,1,4.607,
Chsim_05/28/2016 10:40:00_L1-3_10_L1,05/28/2016 10:40,50ml,L1-3,10,L1,2,4.515,
Chsim_05/28/2016 10:40:00_L1-3_10_L1,05/28/2016 10:40,50ml,L1-3,10,L1,3,4.309,
Chsim_05/28/2016 10:40:00_L1-3_35_L1,05/28/2016 10:40,50ml,L1-3,35,L1,1,24.785,
Chsim_05/28/2016 10:40:00_L1-3_35_L1,05/28/2016 10:40,50ml,L1-3,35,L1,2,19.655,
Chsim_05/28/2016 10:40:00_L1-3_35_L1,05/28/2016 10:40,50ml,L1-3,35,L1,3,17.996,
Chsim_05/28/2016 10:40:00_Collect_10_L1,05/28/2016 10:40,50ml,Collect,10,L1,1,2.896,
Chsim_05/28/2016 10:40:00_Collect_10_L1,05/28/2016 10:40,50ml,Collect,10,L1,2,2.742,
