sample,date,strain,temperature,nitrate,rep.well,fluor,comments
Chsim_01/27/Wednesday 10:30:00_L1-2_12_L1,01/27/2016 10:30,L1-2,12,L1,1,35.247,
Chsim_01/27/Wednesday 10:30:00_L1-2_12_L1,01/27/2016 10:30,L1-2,12,L1,2,38.517,
Chsim_01/27/Wednesday 10:30:00_L1-2_12_L1,01/27/2016 10:30,L1-2,12,L1,3,56.351,
Chsim_01/27/Wednesday 10:30:00_L1-2_12_L1,01/27/2016 10:30,L1-2,12,L1,4,52.440,
Chsim_01/27/Wednesday 10:30:00_L1-2_12_5,01/27/2016 10:30,L1-2,12,5,1,7.360,
Chsim_01/27/Wednesday 10:30:00_L1-2_12_5,01/27/2016 10:30,L1-2,12,5,2,5.658,
Chsim_01/27/Wednesday 10:30:00_L1-2_12_5,01/27/2016 10:30,L1-2,12,5,3,12.168,
Chsim_01/27/Wednesday 10:30:00_L1-2_12_5,01/27/2016 10:30,L1-2,12,5,4,12.790,
Chsim_01/27/Wednesday 10:30:00_L1-2_20_L1,01/27/2016 10:30,L1-2,20,L1,1,255.280,
Chsim_01/27/Wednesday 10:30:00_L1-2_20_L1,01/27/2016 10:30,L1-2,20,L1,2,124.230,
Chsim_01/27/Wednesday 10:30:00_L1-2_20_L1,01/27/2016 10:30,L1-2,20,L1,3,243.620,
Chsim_01/27/Wednesday 10:30:00_L1-2_20_L1,01/27/2016 10:30,L1-2,20,L1,4,169.810,
Chsim_01/27/Wednesday 10:30:00_L1-2_20_5,01/27/2016 10:30,L1-2,20,5,1,38.189,
Chsim_01/27/Wednesday 10:30:00_L1-2_20_5,01/27/2016 10:30,L1-2,20,5,2,37.200,
Chsim_01/27/Wednesday 10:30:00_L1-2_20_5,01/27/2016 10:30,L1-2,20,5,3,26.525,
Chsim_01/27/Wednesday 10:30:00_L1-2_20_5,01/27/2016 10:30,L1-2,20,5,4,38.145,
Chsim_01/27/Wednesday 10:30:00_L1-2_25_L1,01/27/2016 10:30,L1-2,25,L1,1,107.640,
Chsim_01/27/Wednesday 10:30:00_L1-2_25_L1,01/27/2016 10:30,L1-2,25,L1,2,224.230,
Chsim_01/27/Wednesday 10:30:00_L1-2_25_L1,01/27/2016 10:30,L1-2,25,L1,3,356.19,
Chsim_01/27/Wednesday 10:30:00_L1-2_25_L1,01/27/2016 10:30,L1-2,25,L1,4,168.050,
Chsim_01/27/Wednesday 10:30:00_L1-2_25_5,01/27/2016 10:30,L1-2,25,5,1,42.596,
Chsim_01/27/Wednesday 10:30:00_L1-2_25_5,01/27/2016 10:30,L1-2,25,5,2,43.294,
Chsim_01/27/Wednesday 10:30:00_L1-2_25_5,01/27/2016 10:30,L1-2,25,5,3,27.257,
Chsim_01/27/Wednesday 10:30:00_L1-2_25_5,01/27/2016 10:30,L1-2,25,5,4,43.208,
Chsim_01/27/Wednesday 10:30:00_L1-2_29_L1,01/27/2016 10:30,L1-2,29,L1,1,368.360,
Chsim_01/27/Wednesday 10:30:00_L1-2_29_L1,01/27/2016 10:30,L1-2,29,L1,2,296.740,
Chsim_01/27/Wednesday 10:30:00_L1-2_29_L1,01/27/2016 10:30,L1-2,29,L1,3,291.370,
Chsim_01/27/Wednesday 10:30:00_L1-2_29_L1,01/27/2016 10:30,L1-2,29,L1,4,156.370,
Chsim_01/27/Wednesday 10:30:00_L1-2_29_5,01/27/2016 10:30,L1-2,29,5,1,31.528,
Chsim_01/27/Wednesday 10:30:00_L1-2_29_5,01/27/2016 10:30,L1-2,29,5,2,31.006,
Chsim_01/27/Wednesday 10:30:00_L1-2_29_5,01/27/2016 10:30,L1-2,29,5,3,65.579,
Chsim_01/27/Wednesday 10:30:00_L1-2_29_5,01/27/2016 10:30,L1-2,29,5,4,44.285,
Chsim_01/27/Wednesday 10:30:00_L1-2_31_L1,01/27/2016 10:30,L1-2,31,L1,1,317.810,
Chsim_01/27/Wednesday 10:30:00_L1-2_31_L1,01/27/2016 10:30,L1-2,31,L1,2,301.440,
Chsim_01/27/Wednesday 10:30:00_L1-2_31_L1,01/27/2016 10:30,L1-2,31,L1,3,355.650,
Chsim_01/27/Wednesday 10:30:00_L1-2_31_L1,01/27/2016 10:30,L1-2,31,L1,4,227.260,
Chsim_01/27/Wednesday 10:30:00_L1-2_31_5,01/27/2016 10:30,L1-2,31,5,1,40.290,
Chsim_01/27/Wednesday 10:30:00_L1-2_31_5,01/27/2016 10:30,L1-2,31,5,2,50.614,
Chsim_01/27/Wednesday 10:30:00_L1-2_31_5,01/27/2016 10:30,L1-2,31,5,3,45.466,
Chsim_01/27/Wednesday 10:30:00_L1-2_31_5,01/27/2016 10:30,L1-2,31,5,4,75.612,
Chsim_01/27/Wednesday 10:30:00_L1-2_32_L1,01/27/2016 10:30,L1-2,32,L1,1,324.100,
Chsim_01/27/Wednesday 10:30:00_L1-2_32_L1,01/27/2016 10:30,L1-2,32,L1,2,55.104,
Chsim_01/27/Wednesday 10:30:00_L1-2_32_L1,01/27/2016 10:30,L1-2,32,L1,3,166.670,
Chsim_01/27/Wednesday 10:30:00_L1-2_32_L1,01/27/2016 10:30,L1-2,32,L1,4,321.420,
Chsim_01/27/Wednesday 10:30:00_L1-2_32_5,01/27/2016 10:30,L1-2,32,5,1,120.470,
Chsim_01/27/Wednesday 10:30:00_L1-2_32_5,01/27/2016 10:30,L1-2,32,5,2,60.116,
Chsim_01/27/Wednesday 10:30:00_L1-2_32_5,01/27/2016 10:30,L1-2,32,5,3,59.293,
Chsim_01/27/Wednesday 10:30:00_L1-2_32_5,01/27/2016 10:30,L1-2,32,5,4,58.948,
Chsim_01/27/Wednesday 10:30:00_L1-2_34_L1,01/27/2016 10:30,L1-2,34,L1,1,4.715,
Chsim_01/27/Wednesday 10:30:00_L1-2_34_L1,01/27/2016 10:30,L1-2,34,L1,2,4.350,
Chsim_01/27/Wednesday 10:30:00_L1-2_34_L1,01/27/2016 10:30,L1-2,34,L1,3,3.754,
Chsim_01/27/Wednesday 10:30:00_L1-2_34_L1,01/27/2016 10:30,L1-2,34,L1,4,4.744,
Chsim_01/27/Wednesday 10:30:00_L1-2_34_5,01/27/2016 10:30,L1-2,34,5,1,7.679,
Chsim_01/27/Wednesday 10:30:00_L1-2_34_5,01/27/2016 10:30,L1-2,34,5,2,5.297,
Chsim_01/27/Wednesday 10:30:00_L1-2_34_5,01/27/2016 10:30,L1-2,34,5,3,2.943,
Chsim_01/27/Wednesday 10:30:00_L1-2_34_5,01/27/2016 10:30,L1-2,34,5,4,2.022,
Chsim_01/27/Wednesday 10:55:00_L1-3_12_L1,01/27/2016 10:55,L1-3,12,L1,1,16.170,
Chsim_01/27/Wednesday 10:55:00_L1-3_12_L1,01/27/2016 10:55,L1-3,12,L1,2,23.116,
Chsim_01/27/Wednesday 10:55:00_L1-3_12_L1,01/27/2016 10:55,L1-3,12,L1,3,17.985,
Chsim_01/27/Wednesday 10:55:00_L1-3_12_L1,01/27/2016 10:55,L1-3,12,L1,4,22.855,
Chsim_01/27/Wednesday 10:55:00_L1-3_12_5,01/27/2016 10:55,L1-3,12,5,1,7.175,
Chsim_01/27/Wednesday 10:55:00_L1-3_12_5,01/27/2016 10:55,L1-3,12,5,2,4.098,
Chsim_01/27/Wednesday 10:55:00_L1-3_12_5,01/27/2016 10:55,L1-3,12,5,3,6.030,
Chsim_01/27/Wednesday 10:55:00_L1-3_12_5,01/27/2016 10:55,L1-3,12,5,4,7.195,
Chsim_01/27/Wednesday 10:55:00_L1-3_20_L1,01/27/2016 10:55,L1-3,20,L1,1,249.770,
Chsim_01/27/Wednesday 10:55:00_L1-3_20_L1,01/27/2016 10:55,L1-3,20,L1,2,292.580,
Chsim_01/27/Wednesday 10:55:00_L1-3_20_L1,01/27/2016 10:55,L1-3,20,L1,3,289.390,
Chsim_01/27/Wednesday 10:55:00_L1-3_20_L1,01/27/2016 10:55,L1-3,20,L1,4,304.310,
Chsim_01/27/Wednesday 10:55:00_L1-3_20_5,01/27/2016 10:55,L1-3,20,5,1,35.790,
Chsim_01/27/Wednesday 10:55:00_L1-3_20_5,01/27/2016 10:55,L1-3,20,5,2,45.470,
Chsim_01/27/Wednesday 10:55:00_L1-3_20_5,01/27/2016 10:55,L1-3,20,5,3,20.093,
Chsim_01/27/Wednesday 10:55:00_L1-3_20_5,01/27/2016 10:55,L1-3,20,5,4,27.482,
Chsim_01/27/Wednesday 10:55:00_L1-3_25_L1,01/27/2016 10:55,L1-3,25,L1,1,201.270,
Chsim_01/27/Wednesday 10:55:00_L1-3_25_L1,01/27/2016 10:55,L1-3,25,L1,2,339.080,
Chsim_01/27/Wednesday 10:55:00_L1-3_25_L1,01/27/2016 10:55,L1-3,25,L1,3,399.270,
Chsim_01/27/Wednesday 10:55:00_L1-3_25_L1,01/27/2016 10:55,L1-3,25,L1,4,277.150,
Chsim_01/27/Wednesday 10:55:00_L1-3_25_5,01/27/2016 10:55,L1-3,25,5,1,26.642,
Chsim_01/27/Wednesday 10:55:00_L1-3_25_5,01/27/2016 10:55,L1-3,25,5,2,37.607,
Chsim_01/27/Wednesday 10:55:00_L1-3_25_5,01/27/2016 10:55,L1-3,25,5,3,33.973,
Chsim_01/27/Wednesday 10:55:00_L1-3_25_5,01/27/2016 10:55,L1-3,25,5,4,35.794,
Chsim_01/27/Wednesday 10:55:00_L1-3_29_L1,01/27/2016 10:55,L1-3,29,L1,1,127.440,
Chsim_01/27/Wednesday 10:55:00_L1-3_29_L1,01/27/2016 10:55,L1-3,29,L1,2,247.480,
Chsim_01/27/Wednesday 10:55:00_L1-3_29_L1,01/27/2016 10:55,L1-3,29,L1,3,283.280,
Chsim_01/27/Wednesday 10:55:00_L1-3_29_L1,01/27/2016 10:55,L1-3,29,L1,4,272.250,
Chsim_01/27/Wednesday 10:55:00_L1-3_29_5,01/27/2016 10:55,L1-3,29,5,1,39.374,
Chsim_01/27/Wednesday 10:55:00_L1-3_29_5,01/27/2016 10:55,L1-3,29,5,2,22.081,
Chsim_01/27/Wednesday 10:55:00_L1-3_29_5,01/27/2016 10:55,L1-3,29,5,3,76.974,
Chsim_01/27/Wednesday 10:55:00_L1-3_29_5,01/27/2016 10:55,L1-3,29,5,4,62.505,
Chsim_01/27/Wednesday 10:55:00_L1-3_31_L1,01/27/2016 10:55,L1-3,31,L1,1,265.010,
Chsim_01/27/Wednesday 10:55:00_L1-3_31_L1,01/27/2016 10:55,L1-3,31,L1,2,334.270,
Chsim_01/27/Wednesday 10:55:00_L1-3_31_L1,01/27/2016 10:55,L1-3,31,L1,3,275.650,
Chsim_01/27/Wednesday 10:55:00_L1-3_31_L1,01/27/2016 10:55,L1-3,31,L1,4,277.540,
Chsim_01/27/Wednesday 10:55:00_L1-3_31_5,01/27/2016 10:55,L1-3,31,5,1,32.554,
Chsim_01/27/Wednesday 10:55:00_L1-3_31_5,01/27/2016 10:55,L1-3,31,5,2,28.287,
Chsim_01/27/Wednesday 10:55:00_L1-3_31_5,01/27/2016 10:55,L1-3,31,5,3,33.925,
Chsim_01/27/Wednesday 10:55:00_L1-3_31_5,01/27/2016 10:55,L1-3,31,5,4,65.322,
Chsim_01/27/Wednesday 10:55:00_L1-3_32_L1,01/27/2016 10:55,L1-3,32,L1,1,227.420,
Chsim_01/27/Wednesday 10:55:00_L1-3_32_L1,01/27/2016 10:55,L1-3,32,L1,2,271.330,
Chsim_01/27/Wednesday 10:55:00_L1-3_32_L1,01/27/2016 10:55,L1-3,32,L1,3,248.450,
Chsim_01/27/Wednesday 10:55:00_L1-3_32_L1,01/27/2016 10:55,L1-3,32,L1,4,265.090,
Chsim_01/27/Wednesday 10:55:00_L1-3_32_5,01/27/2016 10:55,L1-3,32,5,1,71.748,
Chsim_01/27/Wednesday 10:55:00_L1-3_32_5,01/27/2016 10:55,L1-3,32,5,2,131.420,
Chsim_01/27/Wednesday 10:55:00_L1-3_32_5,01/27/2016 10:55,L1-3,32,5,3,65.701,
Chsim_01/27/Wednesday 10:55:00_L1-3_32_5,01/27/2016 10:55,L1-3,32,5,4,58.796,
Chsim_01/27/Wednesday 10:55:00_L1-3_34_L1,01/27/2016 10:55,L1-3,34,L1,1,33.780,
Chsim_01/27/Wednesday 10:55:00_L1-3_34_L1,01/27/2016 10:55,L1-3,34,L1,2,25.666,
Chsim_01/27/Wednesday 10:55:00_L1-3_34_L1,01/27/2016 10:55,L1-3,34,L1,3,20.333,
Chsim_01/27/Wednesday 10:55:00_L1-3_34_L1,01/27/2016 10:55,L1-3,34,L1,4,18.231,
Chsim_01/27/Wednesday 10:55:00_L1-3_34_5,01/27/2016 10:55,L1-3,34,5,1,4.466,
Chsim_01/27/Wednesday 10:55:00_L1-3_34_5,01/27/2016 10:55,L1-3,34,5,2,5.120,
Chsim_01/27/Wednesday 10:55:00_L1-3_34_5,01/27/2016 10:55,L1-3,34,5,3,4.563,
Chsim_01/27/Wednesday 10:55:00_L1-3_34_5,01/27/2016 10:55,L1-3,34,5,4,4.928,
Chsim_01/27/Wednesday 11:30:00_5-3_12_L1,01/27/2016 11:30,5-3,12,L1,1,19.891,
Chsim_01/27/Wednesday 11:30:00_5-3_12_L1,01/27/2016 11:30,5-3,12,L1,2,28.107,
Chsim_01/27/Wednesday 11:30:00_5-3_12_L1,01/27/2016 11:30,5-3,12,L1,3,39.223,
Chsim_01/27/Wednesday 11:30:00_5-3_12_L1,01/27/2016 11:30,5-3,12,L1,4,47.753,
Chsim_01/27/Wednesday 11:30:00_5-3_12_5,01/27/2016 11:30,5-3,12,5,1,17.981,
Chsim_01/27/Wednesday 11:30:00_5-3_12_5,01/27/2016 11:30,5-3,12,5,2,8.743,
Chsim_01/27/Wednesday 11:30:00_5-3_12_5,01/27/2016 11:30,5-3,12,5,3,15.462,
Chsim_01/27/Wednesday 11:30:00_5-3_12_5,01/27/2016 11:30,5-3,12,5,4,26.326,
Chsim_01/27/Wednesday 11:30:00_5-3_20_L1,01/27/2016 11:30,5-3,20,L1,1,233.820,
Chsim_01/27/Wednesday 11:30:00_5-3_20_L1,01/27/2016 11:30,5-3,20,L1,2,237.150,
Chsim_01/27/Wednesday 11:30:00_5-3_20_L1,01/27/2016 11:30,5-3,20,L1,3,310.650,
Chsim_01/27/Wednesday 11:30:00_5-3_20_L1,01/27/2016 11:30,5-3,20,L1,4,276.580,
Chsim_01/27/Wednesday 11:30:00_5-3_20_5,01/27/2016 11:30,5-3,20,5,1,46.067,
Chsim_01/27/Wednesday 11:30:00_5-3_20_5,01/27/2016 11:30,5-3,20,5,2,50.345,
Chsim_01/27/Wednesday 11:30:00_5-3_20_5,01/27/2016 11:30,5-3,20,5,3,13.415,
Chsim_01/27/Wednesday 11:30:00_5-3_20_5,01/27/2016 11:30,5-3,20,5,4,31.615,
Chsim_01/27/Wednesday 11:30:00_5-3_25_L1,01/27/2016 11:30,5-3,25,L1,1,249.890,
Chsim_01/27/Wednesday 11:30:00_5-3_25_L1,01/27/2016 11:30,5-3,25,L1,2,291.920,
Chsim_01/27/Wednesday 11:30:00_5-3_25_L1,01/27/2016 11:30,5-3,25,L1,3,182.810,
Chsim_01/27/Wednesday 11:30:00_5-3_25_L1,01/27/2016 11:30,5-3,25,L1,4,455.590,
Chsim_01/27/Wednesday 11:30:00_5-3_25_5,01/27/2016 11:30,5-3,25,5,1,41.966,
Chsim_01/27/Wednesday 11:30:00_5-3_25_5,01/27/2016 11:30,5-3,25,5,2,30.704,
Chsim_01/27/Wednesday 11:30:00_5-3_25_5,01/27/2016 11:30,5-3,25,5,3,21.949,
Chsim_01/27/Wednesday 11:30:00_5-3_25_5,01/27/2016 11:30,5-3,25,5,4,49.406,
Chsim_01/27/Wednesday 11:30:00_5-3_29_L1,01/27/2016 11:30,5-3,29,L1,1,362.610,
Chsim_01/27/Wednesday 11:30:00_5-3_29_L1,01/27/2016 11:30,5-3,29,L1,2,313.350,
Chsim_01/27/Wednesday 11:30:00_5-3_29_L1,01/27/2016 11:30,5-3,29,L1,3,123.310,
Chsim_01/27/Wednesday 11:30:00_5-3_29_L1,01/27/2016 11:30,5-3,29,L1,4,408.840,
Chsim_01/27/Wednesday 11:30:00_5-3_29_5,01/27/2016 11:30,5-3,29,5,1,54.052,
Chsim_01/27/Wednesday 11:30:00_5-3_29_5,01/27/2016 11:30,5-3,29,5,2,39.795,
Chsim_01/27/Wednesday 11:30:00_5-3_29_5,01/27/2016 11:30,5-3,29,5,3,35.249,
Chsim_01/27/Wednesday 11:30:00_5-3_29_5,01/27/2016 11:30,5-3,29,5,4,44.219,
Chsim_01/27/Wednesday 11:30:00_5-3_31_L1,01/27/2016 11:30,5-3,31,L1,1,246.570,
Chsim_01/27/Wednesday 11:30:00_5-3_31_L1,01/27/2016 11:30,5-3,31,L1,2,267.620,
Chsim_01/27/Wednesday 11:30:00_5-3_31_L1,01/27/2016 11:30,5-3,31,L1,3,243.690,
Chsim_01/27/Wednesday 11:30:00_5-3_31_L1,01/27/2016 11:30,5-3,31,L1,4,226.980,
Chsim_01/27/Wednesday 11:30:00_5-3_31_5,01/27/2016 11:30,5-3,31,5,1,46.724,
Chsim_01/27/Wednesday 11:30:00_5-3_31_5,01/27/2016 11:30,5-3,31,5,2,38.562,
Chsim_01/27/Wednesday 11:30:00_5-3_31_5,01/27/2016 11:30,5-3,31,5,3,31.627,
Chsim_01/27/Wednesday 11:30:00_5-3_31_5,01/27/2016 11:30,5-3,31,5,4,48.132,
Chsim_01/27/Wednesday 11:30:00_5-3_32_L1,01/27/2016 11:30,5-3,32,L1,1,198.160,
Chsim_01/27/Wednesday 11:30:00_5-3_32_L1,01/27/2016 11:30,5-3,32,L1,2,352.610,
Chsim_01/27/Wednesday 11:30:00_5-3_32_L1,01/27/2016 11:30,5-3,32,L1,3,157.670,
Chsim_01/27/Wednesday 11:30:00_5-3_32_L1,01/27/2016 11:30,5-3,32,L1,4,151.170,
Chsim_01/27/Wednesday 11:30:00_5-3_32_5,01/27/2016 11:30,5-3,32,5,1,76.341,
Chsim_01/27/Wednesday 11:30:00_5-3_32_5,01/27/2016 11:30,5-3,32,5,2,68.687,
Chsim_01/27/Wednesday 11:30:00_5-3_32_5,01/27/2016 11:30,5-3,32,5,3,85.001,
Chsim_01/27/Wednesday 11:30:00_5-3_32_5,01/27/2016 11:30,5-3,32,5,4,51.700,
Chsim_01/27/Wednesday 11:30:00_5-3_34_L1,01/27/2016 11:30,5-3,34,L1,1,5.396,
Chsim_01/27/Wednesday 11:30:00_5-3_34_L1,01/27/2016 11:30,5-3,34,L1,2,6.263,
Chsim_01/27/Wednesday 11:30:00_5-3_34_L1,01/27/2016 11:30,5-3,34,L1,3,4.634,
Chsim_01/27/Wednesday 11:30:00_5-3_34_L1,01/27/2016 11:30,5-3,34,L1,4,5.571,
Chsim_01/27/Wednesday 11:30:00_5-3_34_5,01/27/2016 11:30,5-3,34,5,1,5.694,
Chsim_01/27/Wednesday 11:30:00_5-3_34_5,01/27/2016 11:30,5-3,34,5,2,5.828,
Chsim_01/27/Wednesday 11:30:00_5-3_34_5,01/27/2016 11:30,5-3,34,5,3,7.424,
Chsim_01/27/Wednesday 11:30:00_5-3_34_5,01/27/2016 11:30,5-3,34,5,4,6.854,
Chsim_01/27/Wednesday 12:00:00_5-4_12_L1,01/27/2016 12:00,5-4,12,L1,1,36.863,
Chsim_01/27/Wednesday 12:00:00_5-4_12_L1,01/27/2016 12:00,5-4,12,L1,2,22.415,
Chsim_01/27/Wednesday 12:00:00_5-4_12_L1,01/27/2016 12:00,5-4,12,L1,3,25.998,
Chsim_01/27/Wednesday 12:00:00_5-4_12_L1,01/27/2016 12:00,5-4,12,L1,4,40.828,
Chsim_01/27/Wednesday 12:00:00_5-4_12_5,01/27/2016 12:00,5-4,12,5,1,5.006,
Chsim_01/27/Wednesday 12:00:00_5-4_12_5,01/27/2016 12:00,5-4,12,5,2,7.780,
Chsim_01/27/Wednesday 12:00:00_5-4_12_5,01/27/2016 12:00,5-4,12,5,3,11.878,
Chsim_01/27/Wednesday 12:00:00_5-4_12_5,01/27/2016 12:00,5-4,12,5,4,7.580,
Chsim_01/27/Wednesday 12:00:00_5-4_20_L1,01/27/2016 12:00,5-4,20,L1,1,225.700,
Chsim_01/27/Wednesday 12:00:00_5-4_20_L1,01/27/2016 12:00,5-4,20,L1,2,269.870,
Chsim_01/27/Wednesday 12:00:00_5-4_20_L1,01/27/2016 12:00,5-4,20,L1,3,354.450,
Chsim_01/27/Wednesday 12:00:00_5-4_20_L1,01/27/2016 12:00,5-4,20,L1,4,260.750,
Chsim_01/27/Wednesday 12:00:00_5-4_20_5,01/27/2016 12:00,5-4,20,5,1,34.266,
Chsim_01/27/Wednesday 12:00:00_5-4_20_5,01/27/2016 12:00,5-4,20,5,2,24.418,
Chsim_01/27/Wednesday 12:00:00_5-4_20_5,01/27/2016 12:00,5-4,20,5,3,30.698,
Chsim_01/27/Wednesday 12:00:00_5-4_20_5,01/27/2016 12:00,5-4,20,5,4,17.898,
Chsim_01/27/Wednesday 12:00:00_5-4_25_L1,01/27/2016 12:00,5-4,25,L1,1,250.180,
Chsim_01/27/Wednesday 12:00:00_5-4_25_L1,01/27/2016 12:00,5-4,25,L1,2,265.340,
Chsim_01/27/Wednesday 12:00:00_5-4_25_L1,01/27/2016 12:00,5-4,25,L1,3,237.560,
Chsim_01/27/Wednesday 12:00:00_5-4_25_L1,01/27/2016 12:00,5-4,25,L1,4,123.130,
Chsim_01/27/Wednesday 12:00:00_5-4_25_5,01/27/2016 12:00,5-4,25,5,1,55.956,
Chsim_01/27/Wednesday 12:00:00_5-4_25_5,01/27/2016 12:00,5-4,25,5,2,53.300,
Chsim_01/27/Wednesday 12:00:00_5-4_25_5,01/27/2016 12:00,5-4,25,5,3,43.644,
Chsim_01/27/Wednesday 12:00:00_5-4_25_5,01/27/2016 12:00,5-4,25,5,4,44.624,
Chsim_01/27/Wednesday 12:00:00_5-4_29_L1,01/27/2016 12:00,5-4,29,L1,1,186.500,
Chsim_01/27/Wednesday 12:00:00_5-4_29_L1,01/27/2016 12:00,5-4,29,L1,2,205.130,
Chsim_01/27/Wednesday 12:00:00_5-4_29_L1,01/27/2016 12:00,5-4,29,L1,3,108.070,
Chsim_01/27/Wednesday 12:00:00_5-4_29_L1,01/27/2016 12:00,5-4,29,L1,4,166.050,
Chsim_01/27/Wednesday 12:00:00_5-4_29_5,01/27/2016 12:00,5-4,29,5,1,24.504,
Chsim_01/27/Wednesday 12:00:00_5-4_29_5,01/27/2016 12:00,5-4,29,5,2,35.236,
Chsim_01/27/Wednesday 12:00:00_5-4_29_5,01/27/2016 12:00,5-4,29,5,3,44.997,
Chsim_01/27/Wednesday 12:00:00_5-4_29_5,01/27/2016 12:00,5-4,29,5,4,45.188,
Chsim_01/27/Wednesday 12:00:00_5-4_31_L1,01/27/2016 12:00,5-4,31,L1,1,303.230,
Chsim_01/27/Wednesday 12:00:00_5-4_31_L1,01/27/2016 12:00,5-4,31,L1,2,364.030,
Chsim_01/27/Wednesday 12:00:00_5-4_31_L1,01/27/2016 12:00,5-4,31,L1,3,325.760,
Chsim_01/27/Wednesday 12:00:00_5-4_31_L1,01/27/2016 12:00,5-4,31,L1,4,288.340,
Chsim_01/27/Wednesday 12:00:00_5-4_31_5,01/27/2016 12:00,5-4,31,5,1,38.491,
Chsim_01/27/Wednesday 12:00:00_5-4_31_5,01/27/2016 12:00,5-4,31,5,2,62.765,
Chsim_01/27/Wednesday 12:00:00_5-4_31_5,01/27/2016 12:00,5-4,31,5,3,51.411,
Chsim_01/27/Wednesday 12:00:00_5-4_31_5,01/27/2016 12:00,5-4,31,5,4,40.723,
Chsim_01/27/Wednesday 12:00:00_5-4_32_L1,01/27/2016 12:00,5-4,32,L1,1,234.900,
Chsim_01/27/Wednesday 12:00:00_5-4_32_L1,01/27/2016 12:00,5-4,32,L1,2,313.270,
Chsim_01/27/Wednesday 12:00:00_5-4_32_L1,01/27/2016 12:00,5-4,32,L1,3,212.080,
Chsim_01/27/Wednesday 12:00:00_5-4_32_L1,01/27/2016 12:00,5-4,32,L1,4,195.680,
Chsim_01/27/Wednesday 12:00:00_5-4_32_5,01/27/2016 12:00,5-4,32,5,1,57.812,
Chsim_01/27/Wednesday 12:00:00_5-4_32_5,01/27/2016 12:00,5-4,32,5,2,60.852,
Chsim_01/27/Wednesday 12:00:00_5-4_32_5,01/27/2016 12:00,5-4,32,5,3,65.748,
Chsim_01/27/Wednesday 12:00:00_5-4_32_5,01/27/2016 12:00,5-4,32,5,4,56.819,
Chsim_01/27/Wednesday 12:00:00_5-4_34_L1,01/27/2016 12:00,5-4,34,L1,1,2.416,
Chsim_01/27/Wednesday 12:00:00_5-4_34_L1,01/27/2016 12:00,5-4,34,L1,2,3.609,
Chsim_01/27/Wednesday 12:00:00_5-4_34_L1,01/27/2016 12:00,5-4,34,L1,3,2.655,
Chsim_01/27/Wednesday 12:00:00_5-4_34_L1,01/27/2016 12:00,5-4,34,L1,4,3.164,
Chsim_01/27/Wednesday 12:00:00_5-4_34_5,01/27/2016 12:00,5-4,34,5,1,4.911,
Chsim_01/27/Wednesday 12:00:00_5-4_34_5,01/27/2016 12:00,5-4,34,5,2,6.667,
Chsim_01/27/Wednesday 12:00:00_5-4_34_5,01/27/2016 12:00,5-4,34,5,3,4.938,
Chsim_01/27/Wednesday 12:00:00_5-4_34_5,01/27/2016 12:00,5-4,34,5,4,4.930,
Chsim_01/28/Thursday 10:00:00_Collection_12_L1,01/28/2016 10:00,Collection,12,L1,1,9.606,
Chsim_01/28/Thursday 10:00:00_Collection_12_L1,01/28/2016 10:00,Collection,12,L1,2,28.489,
Chsim_01/28/Thursday 10:00:00_Collection_12_L1,01/28/2016 10:00,Collection,12,L1,3,13.042,
Chsim_01/28/Thursday 10:00:00_Collection_12_L1,01/28/2016 10:00,Collection,12,L1,4,14.492,
Chsim_01/28/Thursday 10:00:00_Collection_12_5,01/28/2016 10:00,Collection,12,5,1,26.859,
Chsim_01/28/Thursday 10:00:00_Collection_12_5,01/28/2016 10:00,Collection,12,5,2,8.086,
Chsim_01/28/Thursday 10:00:00_Collection_12_5,01/28/2016 10:00,Collection,12,5,3,22.318,
Chsim_01/28/Thursday 10:00:00_Collection_12_5,01/28/2016 10:00,Collection,12,5,4,28.504,
Chsim_01/28/Thursday 10:00:00_Collection_20_L1,01/28/2016 10:00,Collection,20,L1,1,376.670,
Chsim_01/28/Thursday 10:00:00_Collection_20_L1,01/28/2016 10:00,Collection,20,L1,2,194.440,
Chsim_01/28/Thursday 10:00:00_Collection_20_L1,01/28/2016 10:00,Collection,20,L1,3,283.980,
Chsim_01/28/Thursday 10:00:00_Collection_20_L1,01/28/2016 10:00,Collection,20,L1,4,308.280,
Chsim_01/28/Thursday 10:00:00_Collection_20_5,01/28/2016 10:00,Collection,20,5,1,35.229,
Chsim_01/28/Thursday 10:00:00_Collection_20_5,01/28/2016 10:00,Collection,20,5,2,28.065,
Chsim_01/28/Thursday 10:00:00_Collection_20_5,01/28/2016 10:00,Collection,20,5,3,26.785,
Chsim_01/28/Thursday 10:00:00_Collection_20_5,01/28/2016 10:00,Collection,20,5,4,33.648,
Chsim_01/28/Thursday 10:00:00_Collection_25_L1,01/28/2016 10:00,Collection,25,L1,1,209.760,
Chsim_01/28/Thursday 10:00:00_Collection_25_L1,01/28/2016 10:00,Collection,25,L1,2,325.680,
Chsim_01/28/Thursday 10:00:00_Collection_25_L1,01/28/2016 10:00,Collection,25,L1,3,321.650,
Chsim_01/28/Thursday 10:00:00_Collection_25_L1,01/28/2016 10:00,Collection,25,L1,4,298.340,
Chsim_01/28/Thursday 10:00:00_Collection_25_5,01/28/2016 10:00,Collection,25,5,1,26.669,
